source_row,weapon,expanded_perks,notes,raw_perk_columns_json,parsed_perk_columns_json
134,专业记忆,槽化枪管 / 加大弹匣 / 撕裂 / 超级杀戮弹匣,Tier S | Rank 4 | 扎实起源和优秀中立perk,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""爆破专家\n重建\n撕裂"", ""Perk 2"": ""铤而走险\n诱导推销\n超级杀戮弹匣""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""爆破专家"", ""重建"", ""撕裂""], ""Perk 2"": [""铤而走险"", ""诱导推销"", ""超级杀戮弹匣""]}"
135,环形逻辑,箭头制退器 / 加大弹匣 / 萤火虫 / 超级杀戮弹匣,Tier S | Rank 5 | 稳定起源，可能是最佳手动换弹机枪选项，仍有爆破专家,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""萤火虫\n爆破专家\n事不过四"", ""Perk 2"": ""超级杀戮弹匣\n幼雏\n铤而走险""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""萤火虫"", ""爆破专家"", ""事不过四""], ""Perk 2"": [""超级杀戮弹匣"", ""幼雏"", ""铤而走险""]}"
135,环形逻辑,箭头制退器 / 加大弹匣 / 萤火虫 / 幼雏,Tier S | Rank 5 | 稳定起源，可能是最佳手动换弹机枪选项，仍有爆破专家,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""萤火虫\n爆破专家\n事不过四"", ""Perk 2"": ""超级杀戮弹匣\n幼雏\n铤而走险""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""萤火虫"", ""爆破专家"", ""事不过四""], ""Perk 2"": [""超级杀戮弹匣"", ""幼雏"", ""铤而走险""]}"
135,环形逻辑,箭头制退器 / 加大弹匣 / 萤火虫 / 铤而走险,Tier S | Rank 5 | 稳定起源，可能是最佳手动换弹机枪选项，仍有爆破专家,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""萤火虫\n爆破专家\n事不过四"", ""Perk 2"": ""超级杀戮弹匣\n幼雏\n铤而走险""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""萤火虫"", ""爆破专家"", ""事不过四""], ""Perk 2"": [""超级杀戮弹匣"", ""幼雏"", ""铤而走险""]}"
135,环形逻辑,箭头制退器 / 加大弹匣 / 爆破专家 / 超级杀戮弹匣,Tier S | Rank 5 | 稳定起源，可能是最佳手动换弹机枪选项，仍有爆破专家,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""萤火虫\n爆破专家\n事不过四"", ""Perk 2"": ""超级杀戮弹匣\n幼雏\n铤而走险""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""萤火虫"", ""爆破专家"", ""事不过四""], ""Perk 2"": [""超级杀戮弹匣"", ""幼雏"", ""铤而走险""]}"
135,环形逻辑,箭头制退器 / 加大弹匣 / 爆破专家 / 幼雏,Tier S | Rank 5 | 稳定起源，可能是最佳手动换弹机枪选项，仍有爆破专家,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""萤火虫\n爆破专家\n事不过四"", ""Perk 2"": ""超级杀戮弹匣\n幼雏\n铤而走险""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""萤火虫"", ""爆破专家"", ""事不过四""], ""Perk 2"": [""超级杀戮弹匣"", ""幼雏"", ""铤而走险""]}"
135,环形逻辑,箭头制退器 / 加大弹匣 / 爆破专家 / 铤而走险,Tier S | Rank 5 | 稳定起源，可能是最佳手动换弹机枪选项，仍有爆破专家,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""萤火虫\n爆破专家\n事不过四"", ""Perk 2"": ""超级杀戮弹匣\n幼雏\n铤而走险""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""萤火虫"", ""爆破专家"", ""事不过四""], ""Perk 2"": [""超级杀戮弹匣"", ""幼雏"", ""铤而走险""]}"
135,环形逻辑,箭头制退器 / 加大弹匣 / 事不过四 / 超级杀戮弹匣,Tier S | Rank 5 | 稳定起源，可能是最佳手动换弹机枪选项，仍有爆破专家,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""萤火虫\n爆破专家\n事不过四"", ""Perk 2"": ""超级杀戮弹匣\n幼雏\n铤而走险""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""萤火虫"", ""爆破专家"", ""事不过四""], ""Perk 2"": [""超级杀戮弹匣"", ""幼雏"", ""铤而走险""]}"
135,环形逻辑,箭头制退器 / 加大弹匣 / 事不过四 / 幼雏,Tier S | Rank 5 | 稳定起源，可能是最佳手动换弹机枪选项，仍有爆破专家,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""萤火虫\n爆破专家\n事不过四"", ""Perk 2"": ""超级杀戮弹匣\n幼雏\n铤而走险""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""萤火虫"", ""爆破专家"", ""事不过四""], ""Perk 2"": [""超级杀戮弹匣"", ""幼雏"", ""铤而走险""]}"
135,环形逻辑,箭头制退器 / 加大弹匣 / 事不过四 / 铤而走险,Tier S | Rank 5 | 稳定起源，可能是最佳手动换弹机枪选项，仍有爆破专家,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""萤火虫\n爆破专家\n事不过四"", ""Perk 2"": ""超级杀戮弹匣\n幼雏\n铤而走险""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""萤火虫"", ""爆破专家"", ""事不过四""], ""Perk 2"": [""超级杀戮弹匣"", ""幼雏"", ""铤而走险""]}"
135,环形逻辑,槽化枪管 / 加大弹匣 / 萤火虫 / 超级杀戮弹匣,Tier S | Rank 5 | 稳定起源，可能是最佳手动换弹机枪选项，仍有爆破专家,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""萤火虫\n爆破专家\n事不过四"", ""Perk 2"": ""超级杀戮弹匣\n幼雏\n铤而走险""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""萤火虫"", ""爆破专家"", ""事不过四""], ""Perk 2"": [""超级杀戮弹匣"", ""幼雏"", ""铤而走险""]}"
135,环形逻辑,槽化枪管 / 加大弹匣 / 萤火虫 / 幼雏,Tier S | Rank 5 | 稳定起源，可能是最佳手动换弹机枪选项，仍有爆破专家,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""萤火虫\n爆破专家\n事不过四"", ""Perk 2"": ""超级杀戮弹匣\n幼雏\n铤而走险""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""萤火虫"", ""爆破专家"", ""事不过四""], ""Perk 2"": [""超级杀戮弹匣"", ""幼雏"", ""铤而走险""]}"
135,环形逻辑,槽化枪管 / 加大弹匣 / 萤火虫 / 铤而走险,Tier S | Rank 5 | 稳定起源，可能是最佳手动换弹机枪选项，仍有爆破专家,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""萤火虫\n爆破专家\n事不过四"", ""Perk 2"": ""超级杀戮弹匣\n幼雏\n铤而走险""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""萤火虫"", ""爆破专家"", ""事不过四""], ""Perk 2"": [""超级杀戮弹匣"", ""幼雏"", ""铤而走险""]}"
135,环形逻辑,槽化枪管 / 加大弹匣 / 爆破专家 / 超级杀戮弹匣,Tier S | Rank 5 | 稳定起源，可能是最佳手动换弹机枪选项，仍有爆破专家,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""萤火虫\n爆破专家\n事不过四"", ""Perk 2"": ""超级杀戮弹匣\n幼雏\n铤而走险""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""萤火虫"", ""爆破专家"", ""事不过四""], ""Perk 2"": [""超级杀戮弹匣"", ""幼雏"", ""铤而走险""]}"
135,环形逻辑,槽化枪管 / 加大弹匣 / 爆破专家 / 幼雏,Tier S | Rank 5 | 稳定起源，可能是最佳手动换弹机枪选项，仍有爆破专家,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""萤火虫\n爆破专家\n事不过四"", ""Perk 2"": ""超级杀戮弹匣\n幼雏\n铤而走险""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""萤火虫"", ""爆破专家"", ""事不过四""], ""Perk 2"": [""超级杀戮弹匣"", ""幼雏"", ""铤而走险""]}"
135,环形逻辑,槽化枪管 / 加大弹匣 / 爆破专家 / 铤而走险,Tier S | Rank 5 | 稳定起源，可能是最佳手动换弹机枪选项，仍有爆破专家,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""萤火虫\n爆破专家\n事不过四"", ""Perk 2"": ""超级杀戮弹匣\n幼雏\n铤而走险""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""萤火虫"", ""爆破专家"", ""事不过四""], ""Perk 2"": [""超级杀戮弹匣"", ""幼雏"", ""铤而走险""]}"
135,环形逻辑,槽化枪管 / 加大弹匣 / 事不过四 / 超级杀戮弹匣,Tier S | Rank 5 | 稳定起源，可能是最佳手动换弹机枪选项，仍有爆破专家,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""萤火虫\n爆破专家\n事不过四"", ""Perk 2"": ""超级杀戮弹匣\n幼雏\n铤而走险""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""萤火虫"", ""爆破专家"", ""事不过四""], ""Perk 2"": [""超级杀戮弹匣"", ""幼雏"", ""铤而走险""]}"
135,环形逻辑,槽化枪管 / 加大弹匣 / 事不过四 / 幼雏,Tier S | Rank 5 | 稳定起源，可能是最佳手动换弹机枪选项，仍有爆破专家,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""萤火虫\n爆破专家\n事不过四"", ""Perk 2"": ""超级杀戮弹匣\n幼雏\n铤而走险""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""萤火虫"", ""爆破专家"", ""事不过四""], ""Perk 2"": [""超级杀戮弹匣"", ""幼雏"", ""铤而走险""]}"
135,环形逻辑,槽化枪管 / 加大弹匣 / 事不过四 / 铤而走险,Tier S | Rank 5 | 稳定起源，可能是最佳手动换弹机枪选项，仍有爆破专家,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""萤火虫\n爆破专家\n事不过四"", ""Perk 2"": ""超级杀戮弹匣\n幼雏\n铤而走险""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""萤火虫"", ""爆破专家"", ""事不过四""], ""Perk 2"": [""超级杀戮弹匣"", ""幼雏"", ""铤而走险""]}"
136,隐秘观测,箭头制退器 / 加大弹匣 / 爆破专家 / 蜻蜓,Tier S | Rank 6 | 扎实起源和优秀中立perk,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""爆破专家\n墓碑\n嫉妒军械库"", ""Perk 2"": ""蜻蜓\n霜华窃取者\n击杀记录""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""爆破专家"", ""墓碑"", ""嫉妒军械库""], ""Perk 2"": [""蜻蜓"", ""霜华窃取者"", ""击杀记录""]}"
136,隐秘观测,箭头制退器 / 加大弹匣 / 爆破专家 / 霜华窃取者,Tier S | Rank 6 | 扎实起源和优秀中立perk,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""爆破专家\n墓碑\n嫉妒军械库"", ""Perk 2"": ""蜻蜓\n霜华窃取者\n击杀记录""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""爆破专家"", ""墓碑"", ""嫉妒军械库""], ""Perk 2"": [""蜻蜓"", ""霜华窃取者"", ""击杀记录""]}"
136,隐秘观测,箭头制退器 / 加大弹匣 / 爆破专家 / 击杀记录,Tier S | Rank 6 | 扎实起源和优秀中立perk,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""爆破专家\n墓碑\n嫉妒军械库"", ""Perk 2"": ""蜻蜓\n霜华窃取者\n击杀记录""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""爆破专家"", ""墓碑"", ""嫉妒军械库""], ""Perk 2"": [""蜻蜓"", ""霜华窃取者"", ""击杀记录""]}"
136,隐秘观测,箭头制退器 / 加大弹匣 / 墓碑 / 蜻蜓,Tier S | Rank 6 | 扎实起源和优秀中立perk,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""爆破专家\n墓碑\n嫉妒军械库"", ""Perk 2"": ""蜻蜓\n霜华窃取者\n击杀记录""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""爆破专家"", ""墓碑"", ""嫉妒军械库""], ""Perk 2"": [""蜻蜓"", ""霜华窃取者"", ""击杀记录""]}"
136,隐秘观测,箭头制退器 / 加大弹匣 / 墓碑 / 霜华窃取者,Tier S | Rank 6 | 扎实起源和优秀中立perk,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""爆破专家\n墓碑\n嫉妒军械库"", ""Perk 2"": ""蜻蜓\n霜华窃取者\n击杀记录""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""爆破专家"", ""墓碑"", ""嫉妒军械库""], ""Perk 2"": [""蜻蜓"", ""霜华窃取者"", ""击杀记录""]}"
136,隐秘观测,箭头制退器 / 加大弹匣 / 墓碑 / 击杀记录,Tier S | Rank 6 | 扎实起源和优秀中立perk,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""爆破专家\n墓碑\n嫉妒军械库"", ""Perk 2"": ""蜻蜓\n霜华窃取者\n击杀记录""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""爆破专家"", ""墓碑"", ""嫉妒军械库""], ""Perk 2"": [""蜻蜓"", ""霜华窃取者"", ""击杀记录""]}"
136,隐秘观测,箭头制退器 / 加大弹匣 / 嫉妒军械库 / 蜻蜓,Tier S | Rank 6 | 扎实起源和优秀中立perk,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""爆破专家\n墓碑\n嫉妒军械库"", ""Perk 2"": ""蜻蜓\n霜华窃取者\n击杀记录""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""爆破专家"", ""墓碑"", ""嫉妒军械库""], ""Perk 2"": [""蜻蜓"", ""霜华窃取者"", ""击杀记录""]}"
136,隐秘观测,箭头制退器 / 加大弹匣 / 嫉妒军械库 / 霜华窃取者,Tier S | Rank 6 | 扎实起源和优秀中立perk,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""爆破专家\n墓碑\n嫉妒军械库"", ""Perk 2"": ""蜻蜓\n霜华窃取者\n击杀记录""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""爆破专家"", ""墓碑"", ""嫉妒军械库""], ""Perk 2"": [""蜻蜓"", ""霜华窃取者"", ""击杀记录""]}"
136,隐秘观测,箭头制退器 / 加大弹匣 / 嫉妒军械库 / 击杀记录,Tier S | Rank 6 | 扎实起源和优秀中立perk,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""爆破专家\n墓碑\n嫉妒军械库"", ""Perk 2"": ""蜻蜓\n霜华窃取者\n击杀记录""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""爆破专家"", ""墓碑"", ""嫉妒军械库""], ""Perk 2"": [""蜻蜓"", ""霜华窃取者"", ""击杀记录""]}"
136,隐秘观测,槽化枪管 / 加大弹匣 / 爆破专家 / 蜻蜓,Tier S | Rank 6 | 扎实起源和优秀中立perk,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""爆破专家\n墓碑\n嫉妒军械库"", ""Perk 2"": ""蜻蜓\n霜华窃取者\n击杀记录""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""爆破专家"", ""墓碑"", ""嫉妒军械库""], ""Perk 2"": [""蜻蜓"", ""霜华窃取者"", ""击杀记录""]}"
136,隐秘观测,槽化枪管 / 加大弹匣 / 爆破专家 / 霜华窃取者,Tier S | Rank 6 | 扎实起源和优秀中立perk,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""爆破专家\n墓碑\n嫉妒军械库"", ""Perk 2"": ""蜻蜓\n霜华窃取者\n击杀记录""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""爆破专家"", ""墓碑"", ""嫉妒军械库""], ""Perk 2"": [""蜻蜓"", ""霜华窃取者"", ""击杀记录""]}"
136,隐秘观测,槽化枪管 / 加大弹匣 / 爆破专家 / 击杀记录,Tier S | Rank 6 | 扎实起源和优秀中立perk,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""爆破专家\n墓碑\n嫉妒军械库"", ""Perk 2"": ""蜻蜓\n霜华窃取者\n击杀记录""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""爆破专家"", ""墓碑"", ""嫉妒军械库""], ""Perk 2"": [""蜻蜓"", ""霜华窃取者"", ""击杀记录""]}"
136,隐秘观测,槽化枪管 / 加大弹匣 / 墓碑 / 蜻蜓,Tier S | Rank 6 | 扎实起源和优秀中立perk,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""爆破专家\n墓碑\n嫉妒军械库"", ""Perk 2"": ""蜻蜓\n霜华窃取者\n击杀记录""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""爆破专家"", ""墓碑"", ""嫉妒军械库""], ""Perk 2"": [""蜻蜓"", ""霜华窃取者"", ""击杀记录""]}"
136,隐秘观测,槽化枪管 / 加大弹匣 / 墓碑 / 霜华窃取者,Tier S | Rank 6 | 扎实起源和优秀中立perk,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""爆破专家\n墓碑\n嫉妒军械库"", ""Perk 2"": ""蜻蜓\n霜华窃取者\n击杀记录""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""爆破专家"", ""墓碑"", ""嫉妒军械库""], ""Perk 2"": [""蜻蜓"", ""霜华窃取者"", ""击杀记录""]}"
136,隐秘观测,槽化枪管 / 加大弹匣 / 墓碑 / 击杀记录,Tier S | Rank 6 | 扎实起源和优秀中立perk,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""爆破专家\n墓碑\n嫉妒军械库"", ""Perk 2"": ""蜻蜓\n霜华窃取者\n击杀记录""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""爆破专家"", ""墓碑"", ""嫉妒军械库""], ""Perk 2"": [""蜻蜓"", ""霜华窃取者"", ""击杀记录""]}"
136,隐秘观测,槽化枪管 / 加大弹匣 / 嫉妒军械库 / 蜻蜓,Tier S | Rank 6 | 扎实起源和优秀中立perk,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""爆破专家\n墓碑\n嫉妒军械库"", ""Perk 2"": ""蜻蜓\n霜华窃取者\n击杀记录""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""爆破专家"", ""墓碑"", ""嫉妒军械库""], ""Perk 2"": [""蜻蜓"", ""霜华窃取者"", ""击杀记录""]}"
136,隐秘观测,槽化枪管 / 加大弹匣 / 嫉妒军械库 / 霜华窃取者,Tier S | Rank 6 | 扎实起源和优秀中立perk,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""爆破专家\n墓碑\n嫉妒军械库"", ""Perk 2"": ""蜻蜓\n霜华窃取者\n击杀记录""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""爆破专家"", ""墓碑"", ""嫉妒军械库""], ""Perk 2"": [""蜻蜓"", ""霜华窃取者"", ""击杀记录""]}"
136,隐秘观测,槽化枪管 / 加大弹匣 / 嫉妒军械库 / 击杀记录,Tier S | Rank 6 | 扎实起源和优秀中立perk,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""加大弹匣"", ""Perk 1"": ""爆破专家\n墓碑\n嫉妒军械库"", ""Perk 2"": ""蜻蜓\n霜华窃取者\n击杀记录""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""加大弹匣""], ""Perk 1"": [""爆破专家"", ""墓碑"", ""嫉妒军械库""], ""Perk 2"": [""蜻蜓"", ""霜华窃取者"", ""击杀记录""]}"
137,惩戒措施,箭头制退器 / 战术弹匣 / 失衡弹药 / 我为人人,Tier S | Rank 7 | 优秀起源和不错中立perk，可选择双重溅射/伤害,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""战术弹匣"", ""Perk 1"": ""失衡弹药\n萤火虫\n爆破专家"", ""Perk 2"": ""我为人人\n瓦解\n击杀记录""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""战术弹匣""], ""Perk 1"": [""失衡弹药"", ""萤火虫"", ""爆破专家""], ""Perk 2"": [""我为人人"", ""瓦解"", ""击杀记录""]}"
137,惩戒措施,箭头制退器 / 战术弹匣 / 失衡弹药 / 瓦解,Tier S | Rank 7 | 优秀起源和不错中立perk，可选择双重溅射/伤害,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""战术弹匣"", ""Perk 1"": ""失衡弹药\n萤火虫\n爆破专家"", ""Perk 2"": ""我为人人\n瓦解\n击杀记录""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""战术弹匣""], ""Perk 1"": [""失衡弹药"", ""萤火虫"", ""爆破专家""], ""Perk 2"": [""我为人人"", ""瓦解"", ""击杀记录""]}"
137,惩戒措施,箭头制退器 / 战术弹匣 / 失衡弹药 / 击杀记录,Tier S | Rank 7 | 优秀起源和不错中立perk，可选择双重溅射/伤害,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""战术弹匣"", ""Perk 1"": ""失衡弹药\n萤火虫\n爆破专家"", ""Perk 2"": ""我为人人\n瓦解\n击杀记录""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""战术弹匣""], ""Perk 1"": [""失衡弹药"", ""萤火虫"", ""爆破专家""], ""Perk 2"": [""我为人人"", ""瓦解"", ""击杀记录""]}"
137,惩戒措施,箭头制退器 / 战术弹匣 / 萤火虫 / 我为人人,Tier S | Rank 7 | 优秀起源和不错中立perk，可选择双重溅射/伤害,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""战术弹匣"", ""Perk 1"": ""失衡弹药\n萤火虫\n爆破专家"", ""Perk 2"": ""我为人人\n瓦解\n击杀记录""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""战术弹匣""], ""Perk 1"": [""失衡弹药"", ""萤火虫"", ""爆破专家""], ""Perk 2"": [""我为人人"", ""瓦解"", ""击杀记录""]}"
137,惩戒措施,箭头制退器 / 战术弹匣 / 萤火虫 / 瓦解,Tier S | Rank 7 | 优秀起源和不错中立perk，可选择双重溅射/伤害,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""战术弹匣"", ""Perk 1"": ""失衡弹药\n萤火虫\n爆破专家"", ""Perk 2"": ""我为人人\n瓦解\n击杀记录""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""战术弹匣""], ""Perk 1"": [""失衡弹药"", ""萤火虫"", ""爆破专家""], ""Perk 2"": [""我为人人"", ""瓦解"", ""击杀记录""]}"
137,惩戒措施,箭头制退器 / 战术弹匣 / 萤火虫 / 击杀记录,Tier S | Rank 7 | 优秀起源和不错中立perk，可选择双重溅射/伤害,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""战术弹匣"", ""Perk 1"": ""失衡弹药\n萤火虫\n爆破专家"", ""Perk 2"": ""我为人人\n瓦解\n击杀记录""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""战术弹匣""], ""Perk 1"": [""失衡弹药"", ""萤火虫"", ""爆破专家""], ""Perk 2"": [""我为人人"", ""瓦解"", ""击杀记录""]}"
137,惩戒措施,箭头制退器 / 战术弹匣 / 爆破专家 / 我为人人,Tier S | Rank 7 | 优秀起源和不错中立perk，可选择双重溅射/伤害,"{""Perk"": ""箭头制退器\n槽化枪管"", ""Perk__2"": ""战术弹匣"", ""Perk 1"": ""失衡弹药\n萤火虫\n爆破专家"", ""Perk 2"": ""我为人人\n瓦解\n击杀记录""}","{""Perk"": [""箭头制退器"", ""槽化枪管""], ""Perk__2"": [""战术弹匣""], ""Perk 1"": [""失衡弹药"", ""萤火虫"", ""爆破专家""], ""Perk 2"": [""我为人人"", ""瓦解"", ""击杀记录""]}"
